"   ","OID","NAME","LONGDESC","LONGDESC_EXT1"
"277","1084100461","Road Opening Permit (Scotland)","<p>If you wish to excavate&nbsp;under any public road, footway or footpath, you must have a valid road opening permit issued&nbsp;by your local authority.</p>

<p>Your application must be made through your local authority and a fee may be payable.</p>

<p>If your work could possibly affect the apparatus of any statutory undertakers then you will be given details of this apparatus and you must give written notice of your application to these undertakers.</p>

<p>You must comply with any conditions attached to a consent issued by the local authority.<br />
</p>

<p></p>",""
"278","1084100696","Authorisation to use university in an institution's title (Scotland)","<p>If you operate an educational institution and you wish to use 'University' in the title of your institution, you must have consent to do so from the Privy Council.</p>

<p>You must also meet specific criteria in order to be eligible.</p>",""
"279","1084101072","Specific risk material authorisation (England)","<p>Specific risk material (SRM) must only be removed at slaughterhouses or cutting plants approved by the Food Standards Agency (FSA).</p>",""
"280","1084101105","Specific risk material authorisation (Wales)","<p>Specific risk material (SRM) must only be removed at slaughterhouses or cutting plants approved by the Food Standards Agency (FSA).</p>",""
"281","1084011232","Greenhouse gas emissions permit (All UK)","<p>The European Union Emissions Trading System applies to the following business activities:</p>

<ul class=""circlebullet"">
<li>combustion installations with a rated thermal input exceeding 20 megawatts eg operating boilers, electricity generators and combined heat and power (CHP) schemes</li>

<li>metal ore (including sulphide ore) or sintering installation</li>

<li>iron and steel businesses</li>

<li>mineral oil refineries</li>

<li>coke ovens</li>

<li>the mineral industry (cement, glass, ceramics, lime production)</li>

<li>production of pulp from timber or other fibrous materials</li>

<li>paper and board with a production capacity greater than 20 tonnes per day</li>

<li>nitric acid production</li>
</ul>

<p>If you carry out any of these activities you must hold a greenhouse gas emissions permit&nbsp;from one of the following regulators:</p>

<ul>
<li>the Environment Agency in England and Wales</li>

<li>the Scottish Environment Protection Agency in Scotland</li>

<li>the Industrial Pollution and Radiochemical Inspectorate department of the Northern Ireland Environment Agency in Northern Ireland</li>
</ul>

<p>Once you have a permit, you may be eligible to an allocation of free emissions allowances.</p>

<p>Applications for the permit must be accompanied by the prescribed fee.</p>

<p>Applications must include:</p>

<ul class=""circlebullet"">
<li>a description of the installation and site and its address and national grid reference and the name of the local authority or authorities the installation is situated in</li>

<li>the emissions-generating activities to be carried out in the installation including a description of the technology used and the materials used in carrying out those activities</li>

<li>the sources of specified emissions from the relevant activities</li>

<li>a description of planned measures to monitor and report specified emissions</li>

<li>a description, including the reference number, of any environmental licence issued in relation to the installation</li>

<li>any further information which the applicant wishes the regulator to take into account</li>

<li>the name,&nbsp;address and telephone number of the applicant, the correspondence address if different, the registered number and the registered or principal office address if the business is a registered company and the name and address of the ultimate holding company if the applicant is a subsidiary</li>

<li>a non-technical summary of the installation information</li>
</ul>

<p>You must provide any other information requested by the regulator.</p>

<p>The regulator will decide your application within two months of the date the application was received. Conditions will be attached to a permit.</p>

<p>You will not be granted a permit if the regulator believes that you will not be the person operating the installation or that you will ensure that monitoring and reporting conditions will be met.</p>

<p>Where an application is for a permit to operate more than one installation, the application must contain the required information in relation to each installation.</p>

<p>You must comply with all of the conditions contained in the permit.&nbsp;Your regulator may review the conditions of the permit at any time. You are required to notify the regulator when you cannot comply with conditions.</p>

<p>Conditions will include requirements to monitor and report on emissions, including specifying the frequency of monitoring and methods used and that annual reports are submitted. Conditions will requiree you to surrender allowances that are equal to your reportable emissions within four months of the end of the scheme year when the emissions took place.</p>

<p>If you fail to comply with requirements you may commit a criminal offence and be fined, imprisoned for up to two years or both. In addition there may be civil financial penalties for excess emissions or understating reportable emissions. If you fail to pay required fees your permit may be revoked."," The regulator may serve you with an enforcement notice detailing any breaches and how these should be remedied.</p>"
"282","1084011528","Issue certificates of design or construction (Scotland) ","<p>If you want to issue certificates of design or certificates of construction, you must be either:</p>

<ul class=""circlebullet"">
<li>appointed directly by the Scottish Ministers as an approved certifier of design or of construction</li>

<li>a member of a scheme that has been approved by the Scottish Ministers</li>
</ul>",""
"283","1084011763","Driving instructor authorisation (Northern Ireland)","<p>If you offer driving tuition for payment, you must be registered with the&nbsp;Driver and Vehicle Agency (DVA).</p>

<p>In order to be registered you must:</p>

<ul class=""circlebullet"">
<li>Be the holder of a current driving licence - either from Northern Ireland or granted under the corresponding law in Great Britain - or a Community Licence which authorises you to drive in Northern Ireland.</li>

<li>Have held&nbsp;the driving licence or a relevant equivalent for a total of at least four years within the last six years.</li>

<li>Not have been disqualified from driving for any part of the four years preceding the date of your application.</li>

<li>Be a 'fit and proper' person to have your name entered in the Register. Each applicant is subject to a Criminal History Check carried out by Access Northern Ireland (ANI). All spent and unspent convictions, motoring and non-motoring,&nbsp;will be taken into account when the Registrar assesses your suitability to be entered on the Register.</li>
</ul>

<p>In order to pass the qualifying examination, you must pass the three components of the test in the following order:</p>

<ul class=""circlebullet"">
<li>theory test - which consists of a test of driving theory followed by a hazard perception test</li>

<li>driving ability and fitness test - which consists of a test of eyesight and driving technique</li>

<li>instructional ability and fitness test - in which you must give practical driving instruction to an examiner as if the examiner were a pupil<br />
</li>
</ul>

<p>The whole examination must be completed within two years of passing the theory test.</p>

<p>For the driving ability and fitness test or the instructional ability and fitness test, you must provide a vehicle that conforms to the required standards.</p>

<p>For an instructional ability and fitness test, your vehicle must have an appropriate insurance policy that covers both you and the examiner.</p>

<p>Before the test you must produce a licence authorising you to drive a motor vehicle of the appropriate class and, if the licence does not contain a photograph of you, an approved document as evidence of your identity.</p>

<p>Once you have passed the examination, you must pay the appropriate fee and apply to DVA to have your name entered on the Register within 12 months of passing the qualifying examination.</p>

<p>Your application must include:</p>

<ul class=""circlebullet"">
<li>a completed Registration application form</li>

<li>a completed Access NI application form</li>

<li>two colour photographs<br />
</li>
</ul>

<p>At all times when giving paid instruction, the certificate must be displayed either on your person or in the car you use for tuition in such a position and manner as to be plainly and distinctly visible.</p>

<p>Once you are registered, you will, when required by the Registrar, be asked to undergo continued ability and fitness tests, which consist of an examiner being present whilst you are instructing a pupil. If you are unsuccessful, you must retake the test within fourteen weeks.</p>
",""
"284","1084061668","Practising as an advocate (Scotland)","<p>If you wish to practise as an advocate in Scotland - equivalent to a barrister in England and Wales - you must:</p>

<ul class=""circlebullet"">
<li>hold a degree in Scottish law from a Scottish university</li>

<li>obtain the Diploma in Legal Practice from a Scottish university</li>

<li>complete at least 21 months continuous training in an approved solicitor's office on the same basis as a trainee solicitor</li>

<li>be admitted to the Faculty of Advocates</li>
</ul>

<p>The first stage of admission to the Faculty is to apply to be an 'intrant' - ie a candidate for admission. You must apply to the Court of Session and the Faculty. Forms are available from the Faculty and you must pay court and matriculation fees of &pound;330. Your application should be made by the end of the year before the year in which you wish to start your pupillage.<br />
&nbsp;&nbsp;<br />
You must then sit an entrance exam in evidence, practice and procedure.</p>

<p>If you pass the exam you will be expected to start a period of pupillage (known in Scotland as 'devilling') in October of the same year. Devilling comprises a mix of compulsory skills training courses and time spent working with a practising advocate of at least seven years' standing (known as a 'devilmaster').</p>

<p>The onus is on you to contact a prospective devilmaster. If you encounter difficulties, the Clerk of Faculty can assist you.</p>

<p>You will be expected to attend court and consultations with instructing solicitors with your devilmaster. You will also discuss the preparation and presentation of cases and draft written pleadings and opinions.</p>

<p>Devilling lasts between eight and nine months and your admission to the Faculty depends on your devilmaster certifying that you are a fit and proper person to be an advocate and that you have been involved in a wide range of work. Your competence in various aspects of written and oral advocacy will already have been assessed during devilling.</p>

<p>If you successfully complete devilling, you will be admitted as a member of the Faculty. You will be required to pay entry money of &pound;850 upfront or &pound;1,000 by instalment to the Faculty.</p>

<p>The Regulations as to Intrants - these are the rules governing the admission process to becoming an advocate - can be downloaded from the Faculty of Advocates website.<br />
</p>

<p></p>",""
"285","1084061704","Practising as a barrister (Northern Ireland)","<p>If you intend to practise as a barrister in Northern Ireland, you must:</p>

<ul class=""circlebullet"">
<li>hold an approved law degree</li>

<li>hold the Degree of Barrister-at-Law from the Institute of Professional Legal Studies at Queen's University Belfast</li>

<li>be called to the Bar of Northern Ireland</li>
</ul>

<p>Once called to the Bar, you must complete a 12-month pupillage (or other period as directed) with either:</p>

<ul class=""circlebullet"">
<li>a barrister in independent practice of not less than seven years' standing</li>

<li>a barrister nominated by the Executive Council of the Inn of Court of Northern Ireland (through its Education Committee)</li>
</ul>

<p>In general, you must not conduct any case or part of a case until you have completed to the satisfaction of the Education Committee six months' pupillage.</p>

<p>Once your pupillage has ended you must complete a minimum of 12 hours of continuing professional development each year.</p>",""
"286","1084061719","Entertainment licence (Northern Ireland)","<p>If you provide indoor entertainment at your premises, you must be licensed by your local district council.</p>

<p>Licences are required for:</p>

<ul class=""circlebullet"">
<li>theatrical performances</li>

<li>dancing, singing, music or other similar forms of entertainment</li>

<li>circus performances</li>

<li>public contests, matches, exhibitions or displays of boxing, wrestling, judo, karate, billiards, pool, snooker, darts or similar sports and games</li>
</ul>

<p>The licence will be required where, in return for payment, people are admitted to your premises to observe or take part in the above forms of entertainment, or to be supplied with refreshments. However, this does not apply to a licensed cinema or an educational institution.</p>

<p>The requirement to register does not apply to music or singing during the course of religious worship.</p>

<p>Licences are also required for outdoor musical performances that are wholly or mainly held in the open air and on private land. However, certain activities are exempt from this requirement, including garden fetes, sporting or athletic events, and exhibitions or displays where music or singing is incidental to the main activities.</p>

<p>Subject to certain exceptions, you may only provide machines for entertainment, or equipment for games such as billiards, pool or snooker, in accordance with the terms of an entertainment licence.</p>

<p>Applications must be submitted in writing and you must supply three copies of the application in the prescribed form, with each one containing the required information and a copy of any plans, certificates or other documents that the council requires. Applications must be accompanied by the statutory fee.</p>

<p>You must give public notice of the application within seven days, by publishing an advertisement in the local newspapers specified by the council. This requirement does not apply to an educational institution, or a church hall or similar building occupied for public religious worship.</p>

<p>If you make an application for premises for which construction hasn't been completed, the council may grant the licence subject to a condition that it has no effect until confirmed by them.</p>

<p>Licenses will usually be valid for one year, although the council may grant licences for either 14 specified days or for any 14 days within a 12 month period.</p>

<p>You must comply with any conditions attached to a licence. These include conditions for regulating conduct and times of use, and may include provisions such as securing adequate fire precautions and preventing disturbance.</p>

<p>If you fail to comply, you may be fined up to &pound;5000.</p>

<p>You must allow a constable or authorised officer of either the council or the Fire and Rescue Service Board entry to your premises if they require it and have a warrant.</p>",""
"287","1084061747","Animal movement licence (Northern Ireland)","<p>To move animals onto a holding, you need a general or specific movement licence from the Department of Agriculture and Rural Development (DARD).</p>

<p>You must comply with any conditions attached to a licence.</p>

<p>Any animal moved under licence must be kept separate throughout the movement from any animal not being moved under that licence, eg if the animals are unloaded before reaching their ultimate destination or if animals are being moved under difference licences.</p>

<p>You must not move any bovine animal, goat, pig, sheep, deer, llama or alpaca from a holding if another animal has been moved on to the holding during the previous six days - known as the standstill period - unless the other animal is put into isolation or the movement was licensed by DARD.</p>

<p>You must not move an animal into - or out of - a licensed isolated facility except under licence from DARD.</p>

<p>Dealers<br />
Dealers may move livestock to - or from - trading premises provided that:</p>

<ul class=""circlebullet"">
<li>the movement is made under DARD licence</li>

<li>the animal is moved directly from the trading premises to its destination within six days of its arrival at the trading premises, and provided that the destination is not a market, collecting centre, other trading premises or place used for sale or trade of animals</li>

<li>record keeping requirements are met</li>
</ul>

<p>Dealers must keep the following records:</p>

<ul class=""circlebullet"">
<li>registration number of the vehicle used and name of person transporting the animal</li>

<li>the name, address, and holding number of the seller, the date of purchase, breed and gender of the animal</li>

<li>the name, address and holding number of the purchaser</li>

<li>the date of sale, breed and gender of the animal and its premises of destination</li>

<li>the individual animal identification number</li>
</ul>

<p>Records must be kept in a permanent and legible form and retained for the following periods:</p>

<ul class=""circlebullet"">
<li>three years for pigs</li>

<li>four years for sheep or goats</li>

<li>ten years for bovine animals, llama or alpaca</li>
</ul>

<p>These records must be produced for a DARD inspector upon request. In addition, you may be required to provide your name and address.</p>",""
"288","1084061788","Cattle movement notification (Scotland)","<p>If you move cattle onto - or from - your holding, you must give notification of the movement to the British Cattle Movement Service (BCMS).</p>

<p>You do not have to apply for a licence to move cattle, but you must comply with the General Licence for the Movement of Cattle (GLMC).</p>

<p>You must inform BCMS within three days of moving an animal on or off a holding. If moved off a holding, you must record the date in the animal's passport, sign it, and pass the identification document - except the notice of registration - to the transporter. You must not move an animal that does not have a valid passport.</p>

<p>You must not move any cattle from an area if it has only been moved there within the last six days. You must not move an animal to a slaughterhouse unless it is within 48 hours of its slaughter.</p>

<p>You must inspect all animals before you move them, and any evidence of disease must be reported to your Divisional Veterinary Manager.</p>

<p>If you receive any animal on your holding you must make sure the identification documents are given to you and you must record in the passport within 36 hours of the animal's arrival:</p>

<ul class=""circlebullet"">
<li>the date of its arrival</li>

<li>the holding number</li>

<li>your name and address</li>

<li>your signature</li>
</ul>

<p>If you import an animal from outside Great Britain, it may only be moved from its entry point to a holding if it has a passport and a movement document. Keepers must record all information within 36 hours of arrival.</p>

<p>If you export any animal to a non-European Union country, you must send the passport to the BCMS within seven days of its export. Animals must not enter markets unless accompanied by their identification documents, a passport issued in another country or a movement document.</p>

<p>Cattle keepers must also keep up to date herd registers for each holding and include the following information:</p>

<ul class=""circlebullet"">
<li>official eartag number</li>

<li>dam official eartag number</li>

<li>date of birth</li>

<li>sex</li>

<li>date of movements on and off holding</li>

<li>details of where the animal has moved to or from</li>

<li>keeper details of whom cattle were sent to, received from, breed, date of death</li>
</ul>

<p>The register must be completed within 36 hours of a movement, within seven days of a death and within seven days of a birth in a dairy herd or 30 days of the birth of any other calf.</p>

<p>You must keep the register for ten years if you are a cattle keeper or three years in any other case from the end of the calendar year when the last entry was made.</p>

<p>You must also ensure that you comply with cattle tagging regulations, apply for passports and notify births and deaths to the BCMS.<br />
</p>

<p>&nbsp;</p>",""
"289","1084061807","Children's day care provider registration (Wales)","<p>If you operate a day care setting for children under the age of eight years on non-domestic premises for more than two hours in any one day and more than five days per year in Wales, you must be registered with Care and Social Services Inspectorate Wales (CSSIW).</p>

<p>Applications for registration must contain specific information and on you, your premises, any person who may be on your premises, and your arrangements for day care.</p>

<p>Registration may be refused if you don't comply with certain criteria, and will be refused if you are disqualified from registration - eg if you are barred from regulated activity relating to children. If registration is granted, you must comply with any conditions attached to the registration.</p>

<p>At any time, CSSIW can notify you of any action you must take to ensure compliance with the requirement to register, registration conditions, legislation, regulations or the National Minimum Standards for Regulated Child Care.</p>

<p>Failure to comply with the above may result in enforcement action.</p>",""
"290","1084032903","Explosives manufacturing licence (Northern Ireland)","<p>To manufacture explosives, including fireworks, in Northern Ireland, you require a licence from the Secretary of State.</p>

<p>If you manufacture explosives, you must:</p>

<ul class=""circlebullet"">
<li>take steps to prevent fires and explosions, and protect people from the effects of fire or explosion</li>

<li>separate buildings with explosives from inhabited buildings</li>
</ul>

<p>If you dispose of explosives, you must ensure that they are disposed of safely.</p>

<p>If you decontaminate explosive-contaminated items, you must ensure they are decontaminated safely.</p>

<p>You must not permit anyone under the age of 16 years to work in your manufacturing business. You must only allow someone aged 16 or 17 years old to work in your business if they are being supervised.</p>

<p>Exceptions to the requirement for a licence include:</p>

<ul class=""circlebullet"">
<li>manufacturing 100 grams or less of explosives for laboratory analysis, testing, demonstration or experimentation</li>

<li>manufacturing certain ammunitions to be used at historical re-enactment events</li>

<li>preparing and assembling of fireworks at the place of intended use</li>

<li>preparing and assembling of explosives for use in theatrical, television or cinematic special effects</li>

<li>mixing for immediate use of certain substances at a mine or quarry, to produce an explosive which is not cap-sensitive</li>

<li>using desensitised explosives in the manufacture of products which are not in themselves explosive</li>
</ul>

<p>Applications must be made to the Secretary of State on an approved form and a fee may be payable. You must comply with any conditions of the licence, which will include specifications of the site and, within it, the places where the explosives may be manufactured and the maximum quantity of explosives which may be manufactured or present at any one time.</p>

<p>In certain situations, the licence will only be granted after a public hearing. In this case, you will be issued with a draft licence containing the proposed conditions. Within 28 days of receiving the draft licence, you must:</p>

<ul class=""circlebullet"">
<li>publish in a local newspaper a notice which gives details of the application, invites representations on matters affecting the health and safety of persons, and gives the address where the manufacture is proposed, at which a copy of the application and draft licence may be inspected</li>

<li>take reasonable steps to give this information to every person who resides or works within the public consultation zone</li>
</ul>

<p>You will only be granted a licence if the place in which explosives are proposed to be manufactured is suitable for that purpose, and if you are a fit person to manufacture explosives.</p>

<p>If your licence is revoked, you must ensure that:</p>

<ul class=""circlebullet"">
<li>all explosives are removed from the site as soon as is practicable</li>

<li>those explosives are deposited at a site which is licensed or registered for such storage, or are suitably disposed of</li>

<li>the licence or certificate of registration is returned to the Secretary of State within 28 days of the revocation taking effect</li>
</ul>",""
"291","1084032917","Petroleum licence (Northern Ireland)","<p>If you operate a petrol filling station in Northern Ireland, whether or not the petrol is dispensed for retail purposes, you need a licence from your district council.</p>

<p>Contact your council for an application form or visit their website to apply online.</p>

<p>You need to pay an application fee which ranges from &pound;41 to &pound;118 per year, depending on how much petrol you store.</p>

<p>A licence will state to whom it is issued, how long it is valid for (usually one year) and any conditions that are attached - eg alterations to the premises, notification of spills and other incidents or record keeping.</p>

<p>If you operate a petrol filling station without a licence or fail to comply with the conditions of your licence, you could be fined up to &pound;1,000. Your petrol and tanks may also be confiscated.</p>

<p>You may be refused a licence if you have a history of persistent offending for safety breaches in relation to petroleum licensing.</p>
",""
"292","1084061881","House in multiple occupation registration (Northern Ireland)","<p>If you let a house in multiple occupation (HMO)&nbsp;in Northern Ireland, you must register with the Northern Ireland Housing Executive (NIHE) under the House in Multiple Occupation Statutory Registration Scheme.</p>

<p>Registration is for five years and renewals for further periods of five years can be made.</p>

<p>Registration and renewal fees are payable.</p>

<p>You must:</p>

<ul class=""circlebullet"">
<li>ensure the property is not overcrowded</li>

<li>adhere to the HMO Management regulations</li>

<li>ensure the property is fit for the number of occupants, ie there is enough cooking space and space to store and prepare food, toilets and washing facilities for all the occupants</li>

<li>provide adequate fire escapes and other fire precautions</li>
</ul>

<p>You must provide the NIHE with any information they require in relation to your HMO.</p>

<p>If the NIHE believe that your HMO is overcrowded you may be served with an overcrowding notice which will detail the overcrowding and will prevent you from overcrowding the premises. You may appeal to the Magistrates' Court against any such notice within 21 days of it being served. If you fail to comply with a notice you may commit an offence and be fined up to &pound;2,500. If you fail to provide information requested by the NIHE after being served with an overcrowding notice, or provide false information, you may commit an offence and be fined up to &pound;500. The NIHE may also limit the number of people permitted to live in your HMO. If you fail to comply with the limit you may commit a criminal offence and be fined up to &pound;2,500.</p>

<p>If you fail to provide information to the NIHE in relation to your HMO you may commit a criminal offence and be fined up to &pound;1,000 or &pound;5,000 if you provide false information.</p>

<p>If you fail to provide adequate cooking and wash facilities or adequate fire escapes and other fire precautions you may be served with a notice by the NIHE detailing work that must be done to remedy the failure. You may appeal to the Magistrates' Court against such a notice on certain grounds within 21 days of the notice being served. If you fail to carry out any works the NIHE may carry out the works for you and the expenses for doing so may be recovered from you.</p>

<p>If you give an undertaking to the NIHE that a part of the HMO won't be used for human occupation and fail to comply with this undertaking you may commit a criminal offence and be fined up to &pound;5,000 and up to one tenth of the fine paid every day that you continue to breach the undertaking after you are convicted.</p>
",""
"293","1084061914","Camping and caravanning exemption certificates (England, Scotland &amp; Wales)","<p>A camping or touring caravan exemption certificate is a certificate which, in certain circumstances, allows a recreational organisation to camp or caravan on land without a site licence or the need to apply for planning permission.</p>

<p>Applications in England are made to Natural England and in Wales and Scotland to their respective Regional Assemblies.</p>

<p>Online applications, using the form on the Natural England website, can be made for Scotland and Wales and these will be forwarded to the relevant Regional Assembly.</p>",""
"294","1084061933","Cattle movement notification (England)","<p>If you move cattle onto - or from - your holding, you must give notification of the movement with the Department for Environment, Food and Rural Affairs (Defra) either in writing or online.</p>

<p>Notification must be made within three days of the movement.</p>",""
"295","1084062016","Conveyancing practitioner registration (Scotland)","<p>If you act as a conveyancer in Scotland, you must be registered with the Law Society of Scotland (LSS).</p>

<p>Conveyancing is the legal process of buying and selling property and conveyancers are solicitors who specialise in all aspects of property law.</p>

<p>Contact the LSS for a registration form.</p>

<p>In order to become registered you will need to show the LSS that you are:</p>

<ul>
<li>properly qualified</li>

<li>a 'fit and proper person' to act as a conveyancer (eg don't have any criminal convictions for fraud, theft etc)</li>
</ul>

<p>When you send your application, you must include all supporting documents that the LSS requests.</p>

<p>You must also pay a registration fee.</p>

<p>The LSS may attach conditions to your registration.</p>

<p>As a conveyancer you must comply with rules regarding:</p>

<ul>
<li>general standards of conduct</li>

<li>conflicts of interest</li>

<li>conduct of conveyancing transactions</li>

<li>client accounts and interest on clients' money</li>

<li>record keeping</li>

<li>complaint handling and satisfaction of claims</li>

<li>continuing professional development activities</li>
</ul>

<p>If you practise as a conveyancer without registering you are committing an offence and may be fined up to &pound;2,500. If you fail to comply with any rules of conduct you may be found guilty of professional misconduct.<br />
</p>
",""
"296","1084062040","Gas storage licence (Northern Ireland)","<p>If you wish to store gas in a gas storage facility in Northern Ireland, you must be licensed by the Utility Regulator.</p>

<p>You should enclose the following with your application:</p>

<ul class=""circlebullet"">
<li>copies of your annual accounts, auditors' reports and interim accounts</li>

<li>copies of your Memorandum and Articles of Association</li>

<li>details of your expertise, and the expertise of any sub-contractors you intend to use, in carrying out operations of this type</li>

<li>a scale map showing the proposed location of the gas storage facility</li>

<li>a development plan</li>

<li>details of your safety mechanisms and procedures</li>

<li>details of your proposed arrangements for complying with the standard licensing conditions and any modifications requested to those conditions</li>

<li>an application fee</li>
</ul>

<p>You must place a notice - including a copy of the application - in the Belfast Gazette and in a local newspaper for each area where you intend to operate. You should send a copy of each notice to the Utility Regulator as soon as possible after it is published.</p>

<p>The Utility Regulator has also set out criteria that will be used to assess licence applications. Following a review and consultation process the Utility Regulator will notify the applicant of the decision to grant a licence or not.</p>

<p>If a gas storage licence is granted it will subject to a range of standard and special conditions.</p>",""
"297","1084062087","Waste management licence (Northern Ireland)","<p>If you deposit, keep, treat or dispose of waste in Northern Ireland, you may need a waste management licence (WML) from the Northern Ireland Environment Agency (NIEA).</p>

<p>This includes in - or on - land, via a mobile plant and permitting such activities.</p>

<p>You can apply online or use a paper form available from NIEA. You must provide all the information requested in the form, including:</p>

<ul class=""circlebullet"">
<li>any maps or plans</li>

<li>site references</li>

<li>planning permissions</li>

<li>relevant previous convictions</li>

<li>financial provision</li>

<li>descriptions of how your site is used</li>
</ul>

<p>You should contact NIEA to discuss your proposals before completing the application.</p>

<p>If you fail to provide enough information, NIEA may return, refuse or postpone your application.</p>

<p>You (or someone else in management of your business) must also prove that they are technically competent, by holding the relevant certificate from the Waste Management Industry Training and Advisory Board (WAMITAB). If you are awaiting a relevant WAMITAB certificate, NIEA may still approve your application. However, you must produce the certificate within two years of your application.</p>

<p>NIEA may require you to carry out certain works before issuing your licence. They may also issue a notice to anyone else that has an interest in the land - eg the land owner, lessee or occupier - informing of their intention to grant a WML. These people can then make representations to NIEA in response.</p>

<p>NIEA will not grant a licence if you do not have planning permission or water discharge consent when it is needed. You should obtain these before you consider applying.</p>

<p>Your licence may have specific conditions attached to it, depending on your type of waste management - eg hazardous or putrescible waste. If you dispose of waste, your licence will have limits or guidance for the following:</p>

<ul class=""circlebullet"">
<li>types and quantities of waste</li>

<li>technical requirements</li>

<li>security precautions you must take</li>

<li>the waste treatment site</li>

<li>treatment methods for waste</li>
</ul>

<p>You will be subject to periodic inspections by NIEA. You will also be required to keep records of quantity, nature, origin, destination and frequency of collection, mode of transport and treatment method of any waste which is disposed of or recovered at your site. NIEA can request these records at any time.</p>

<p>Some activities may be exempt from a licence and or require a registered exemption instead. To register an exemption, you must include information specific to your type of waste activity.</p>

<p>To surrender a WML, you must complete and return the relevant form to NIEA and pay a fee.</p>",""
"298","1084062157","House to house charitable collections licence (Northern Ireland)","<p>To promote or make charitable house to house collections in Northern Ireland, you require a licence from the Police Service of Northern Ireland (PSNI). Apply to the PSNI station in the area in which the collection is to be made.</p>

<p>Limited exceptions apply when a licence will not be required.</p>",""
"299","1084062175","Slaughterman licence (Northern Ireland)","<p>To operate as a slaughterman in Northern Ireland, you must be licensed by the Department of Agriculture and Rural Development (DARD).</p>

<p>This applies to anyone who:</p>

<ul class=""circlebullet"">
<li>stuns, slaughters or kills animals</li>

<li>restrains animals for the purpose of stunning, slaughtering or killing</li>

<li>piths stunned animals</li>

<li>shackles or hoists stunned animals</li>

<li>bleeds animals which are not dead</li>

<li>assesses effective stunning or killing</li>
</ul>

<p>However, you don't need a licence to:</p>

<ul class=""circlebullet"">
<li>kill an animal in an emergency - eg where it's in distress</li>

<li>slaughter your own animals for private consumption</li>

<li>slaughter or kill for a non-commercial purpose</li>

<li>kill animals as a means of notifiable disease control in accordance with the specific requirements of the regulations</li>

<li>shoot animals in the field</li>

<li>dislocate the necks of or decapitate poultry on agricultural premises where the birds were raised</li>

<li>kill surplus chicks or embryos in hatchery waste</li>

<li>shackle birds before stunning</li>

<li>operate automatic equipment that stuns, slaughters or kills animals - as long as this doesn't require you to carry out any of the above activities for which a licence is required</li>

<li>slaughter or kill animals under veterinary supervision</li>
</ul>

<p>Before applying for a licence, you must obtain a certificate of competence from a veterinary surgeon authorised by DARD. You must satisfy them that you:</p>

<ul class=""circlebullet"">
<li>are able to carry out such activities without causing considerable avoidable pain, suffering&nbsp;or excitement to any animal</li>

<li>have sufficient knowledge of the Welfare of Animals (Slaughter or Killing) Regulations (Northern Ireland) 1996 and other legislation, as well as any supporting codes of practice</li>

<li>are fit and proper to hold a certificate</li>

<li>are not below the age of 18</li>
</ul>

<p>If you are applying for a provisional slaughterman licence, you don't need a certificate of competence, but you must satisfy an authorised veterinary surgeon that you are fit and proper and at least 18 years old. Under a provisional licence, you may only work in the presence of a full licence holder, covering the same species, operations and equipment or a veterinary surgeon.</p>

<p>You must notify DARD if you have been refused a licence to slaughter animals, had&nbsp;a licence revoked or been convicted under any animal welfare legislation.</p>

<p>If you are applying for a full slaughterman licence, you must also enclose:</p>

<ul class=""circlebullet"">
<li>your certificate of competence</li>

<li>two passport sized photographs, with your name in block capitals on the back of each</li>
</ul>

<p>No fee is payable for a certificate of competence, provisional licence or full licence.</p>

<p>Application forms can be downloaded from the DARD website or you can apply online. The same form is used to apply for a certificate of competence, provisional licence or full licence.</p>

<p>If granted, your licence will state which operations you are licensed to carry out, which species of animal you may carry out operations on and the equipment or instruments you can use.</p>

<p>Additional requirements apply to the slaughter and killing of animals other than at a slaughterhouse or knacker's yard.</p>

<p>The slaughter of animals without stunning to meet Jewish and Muslim religious requirements must only be carried out in approved slaughterhouses.</p>

<p>If you wish to slaughter animals for food using the Jewish religious method (shechita), instead of a certificate of competence you may obtain a licence from the Rabbinical Commission for the Licensing of Shochetim in England and Wales or the Chief Rabbi in Scotland. You must then submit this with your application for a slaughterman licence.</p>

<p>If you fail to comply with these requirements, you may be fined and/or i","mprisoned.</p>
"
"300","1084032941","Egg packing centre registration (Scotland)","<p>If you operate an egg packing centre in Scotland, you must be registered with the Scottish Ministers. You should contact the Scottish Government's Egg Marketing Inspectorate for registration.</p>

<p>To qualify for registration, your premises must have:</p>

<ul class=""circlebullet"">
<li>suitable candling equipment continuously staffed to allow the quality of each egg to be examined separately</li>

<li>a device for measuring the air cell</li>

<li>a machine for grading eggs by weight</li>

<li>one or more approved balances for weighing eggs</li>

<li>equipment for marking eggs with a producer code</li>
</ul>

<p>Authorisation will be granted providing your equipment is of the required standard.</p>

<p>Your premises must be approved separately as a food business by your local authority before you can start trading.</p>

<p>Failure to comply with this requirement may result in a fine.</p>
",""
