id,vid,nid,title,additional_information,eligibility,evaluation,long_description,max_turnover,max_business_age,max_employees,max_grant_value,min_turnover,min_business_age,min_employees,min_grant_value,organiser,short_description,url,will_continue_on,contact_details
463,13001,11190,"High Performance Purchasing - North West",,"<p>Free reviews and subsidised project work are available to North West-based small and medium-sized manufacturers or related businesses (including research, design, logistics &amp; warehousing).</p> <p>Large North West manufacturers and related businesses can benefit from a free review if they engage their suppliers to benefit from the MAS programme.</p> ",,"<p>This service aims to help all businesses, from very small manufacturers to international blue chip businesses, to take a more strategic approach to purchasing, potentially delivering significant bottom-line cost and value improvements for the business.</p> <p>The service will help businesses to understand the purchasing function's contribution to high level business objectives and identify opportunities to reduce costs, and improve quality and service performance.</p> <p>The support is delivered by purchasing and procurement experts, and focuses on immediate improvement to the business' ability to manage supplier relationships for sustainable cost and value benefits. The project includes one fully funded review day (stage 1) and subsidised project implementation days (stages 2-4).</p> <p>The content and duration of the project are tailored to the business' needs.</p> ",,0,0,0,,0,0,0,"Manufacturing Advisory Service (MAS) North West","Review of a business' purchasing function",http://www.mas-nw.co.uk/services/high-performance-purchasing,"Manufacturing Advisory Service (MAS) North West website","Manufacturing Advisory Service (MAS) North West info@mas-nw.co.uk 0800 093 9077 Warren Bruce Court Warren Bruce Road Trafford Park Manchester M17 1LB"
464,13002,11191,"Culture Mapping and Change - North West",,"<p>Free reviews and subsidised project work are available to North West-based small and medium-sized manufacturers or related businesses (including research, design, logistics &amp; warehousing).</p> <p>Large North West manufacturers and related businesses can benefit from a free review if they engage their suppliers to benefit from the MAS programme.</p> ",,"<p>Facilitated by manufacturing experts, the Culture Change Programme focuses on identifying and implementing quick improvements through a combination of hands-on activities with one-to-one and group coaching.</p> <p>The culture change element is anchored around technical projects selected for their potential to deliver quick returns and measurable benefits.</p> <p>The programme typically takes 10 to 12 days, which can be split into half days to suit the business' schedule.</p> ",,0,0,0,,0,0,0,"Manufacturing Advisory Service (MAS) North West","Designed to energise a workforce and equip a business to face the future",http://www.mas-nw.co.uk/services/culture-mapping-change,"Manufacturing Advisory Service (MAS) North West website","Manufacturing Advisory Service (MAS) North West info@mas-nw.co.uk 0800 093 9077 Warren Bruce Court Warren Bruce Road Trafford Park Manchester M17 1LB"
465,13003,11192,"Cost Reduction Project - North West",,"<p>Free reviews and subsidised project work are available to North West-based small and medium-sized manufacturers or related businesses (including research, design, logistics &amp; warehousing).</p> <p>Large North West manufacturers and related businesses can benefit from a free review if they engage their suppliers to benefit from the MAS programme.</p> ",,"<p>In a MAS Cost Reduction project, a MAS practitioner will review the current business operations and apply tried and tested methods to map out visible and hidden costs.</p> <p>The practitioner will then analyse these costs and identify opportunities to implement cost savings which the business can carry out themselves in-house or with further assistance from MAS.</p> ",,0,0,0,,0,0,0,"Manufacturing Advisory Service (MAS) North West","Review of a business' current operations highlighting areas for cost reductions",http://www.mas-nw.co.uk/services/cost-reduction-project,"Manufacturing Advisory Service (MAS) North West website","Manufacturing Advisory Service (MAS) North West info@mas-nw.co.uk 0800 093 9077 Warren Bruce Court Warren Bruce Road Trafford Park Manchester M17 1LB"
466,13006,11195,"Lean Manufacturing",,,,"<p>Manufacturers have proved that more can be achieved with fewer resources by the continuous elimination of waste. The principles of lean manufacturing apply to the whole organisation from the supply chain to new product development to back office.</p> <p>This scheme applies the five lean principles below:</p> <ul> <li>specify what creates value from the customer's perspective</li> <li>identify all steps across the whole value stream</li> <li>make those steps flow better</li> <li>only make what is pulled by the customer just-in-time</li> <li>strive for perfection by continually removing waste</li> </ul> ",,0,249,0,,0,1,0,"Manufacturing Advisory Service - North West","Helps streamline processes, reduce waste, become more energy efficient and improve a business",http://www.mas-nw.co.uk/,"Manufacturing Advisory Service - North West website","Manufacturing Advisory Service - North West info@mas-nw.co.uk 0800 093 9077 Warren Bruce Court Trafford Park M17 1LB"
467,13010,11199,"Manchester Business Continuity Forum",,,,"<p>This scheme offers a range of activities, including free events and training opportunities, relevant information and initiatives via its e-mail list. It also creates and signposts useful business continuity guidance documents, templates and publications.</p> ",,0,0,0,,0,0,0,"Manchester City Council","Increases awareness of business continuity management in Manchester's business and voluntary sector communities",http://www.manchester.gov.uk/info/914/civil_emergencies-business_continuity_advice/4922/manchester_business_continuity_forum,"Manchester City Council website","Manchester City Council business.continuity@manchester.gov.uk 0161 234 3313 Town Hall Albert Square Manchester M60 2LA"
468,13012,11201,"Environmental Business Pledge - Greater Manchester",,,,"<p>This scheme offers advice and guidance including audits aimed at helping businesses to understand environmental legislation and address environmental issues such as recycling, waste management and energy, water and waste reduction.</p> ",,0,0,0,,0,0,0,"Manchester City Council","Advice and reward scheme to improve environmental performance",http://www.manchester.gov.uk/info/200019/commercial_waste_and_recycling/3076/environmental_business_pledge,"Manchester City Council website","Manchester City Council 0161 953 2734 Town Hall Albert Square Manchester M60 2LA"
469,13013,11202,"E-tendering Portal - Manchester City Council",,,,"<p>This portal will enable existing and potential suppliers to view all forthcoming contract opportunities for Manchester and other Councils and public bodies.</p> <p>Suppliers may register to receive free email alerts about contract opportunities on the day they are advertised, request information about these opportunities, download tender documentation and submit a tender proposal.</p> ",,0,0,0,,0,0,0,"Manchester City Council","Procurement portal that enables existing and potential suppliers to view new contract opportunities",http://www.manchester.gov.uk/info/200095/tenders_and_contracts/3371/current_tenders,"Manchester City Council website","Manchester City Council 0161 234 5000 Town Hall Albert Square Manchester M60 2LA"
470,13014,11203,"Invest in Manchester",,,,"<p>This service is provided by Midas, the Inward Investment Agency for the Manchester City Region.</p> <p>The scheme offers an extensive, free and confidential package of advice and assistance for location consultants and potential investors in the area. This includes relocation support, assistance in finding property solutions, advice on recruitment and training and also access to market intelligence connectivity and quality of life.</p> ",,0,0,0,,0,0,0,"Manchester City Council","Support for re-locations to and expansions in Manchester",http://www.manchester.gov.uk/info/350/locating_or_investing_in_manchester/4905/support_for_re-locations_and_investors,"Manchester City Council website","Manchester City Council info@midas.org.uk 0161 498 1600 Town Hall Albert Square Manchester M60 2LA"
471,13016,11205,"Manchester Patent Library (PATLIB) â€“ Patents, trademarks and copyright service",,,,"<p>This service offers a network of public libraries and information centres that provides regional access to information and expertise on patents, trademarks, registered designs, copyright and intellectual property.</p> ",,0,249,0,,0,1,0,"Manchester City Council","A network of public libraries and other centres that offer access to intellectual property information",http://www.manchester.gov.uk/info/445/library_information_services/556/patent_and_intellectual_property_information/3,"Manchester City Council website","Manchester City Council patlib@manchester.gov.uk 0161 234 1397 City Library Elliot House 1125 Deansgate Manchester M3 3WD"
472,13017,11206,"Workplace Travel Plans - Manchester",,,,"<p>This scheme provides on-site consultation and advice, detailed travel survey reports and action plans. It also offers step-by-step guides to setting up travel initiatives, liaison with public transport operators and up-to-date transport and travel information.</p> ",,0,0,0,,0,0,0,"Manchester City Council","Free workplace travel plans that help companies save money",http://secure.manchester.gov.uk/info/200107/transport_policy/2730/sustainable_travel_and_smarter_choices/4,"Manchester City Council website","Manchester City Council Travelchange@manchester.gov.uk 0161 234 3369 Town Hall Albert Square Manchester M60 2LA"
473,18939,11207,"Shop Front Improvement Scheme - Kendal",,"<p>Businesses located in LA9 only.</p> <p>Retrospective applications for work that has already been started are not eligible.</p> ",,"<p>The grant aid available under this scheme covers shop front renovation and decoration, new signage, replacement of historical features and lighting.</p> ",,0,249,0,,0,1,0,"South Lakeland District Council","Grant support to help businesses improve their shop frontage within the Kendal Conservation and main shopping areas",http://www.southlakeland.gov.uk/business/business-support-and-advice/kendal-shop-front-scheme.aspx,"South Lakeland District Council website","South Lakeland District Council J.Robinson@southlakeland.gov.uk 01539 717 392 South Lakeland House Lowther Street Kendal Cumbria LA9 4UG"
474,15704,11208,"Tameside Business Family",,,,"<p>The club offers the following support for anyone starting or running a business in the Tameside area:</p> <ul> <li>business awareness advice</li> <li>premises and location searches</li> <li>marketing ideas advice</li> <li>mentoring and support</li> <li>help with cashflow and access to funding</li> <li>employment advice</li> <li>networking</li> </ul> ",,0,249,0,,0,1,0,"Tameside Metropolitan Borough Council","Free business club offering support to Tameside businesses",http://www.tamesidebusinessfamily.com/,"Tameside Metropolitan Borough Council website","Tameside Metropolitan Borough Council 0161 342 2058 Council Offices Wellington Road Ashton-under-Lyme OL6 6DL"
475,18905,11210,"Social Enterprise Loan Fund - England",,,,"<p>The fund provides loans to charities and social enterprises that are unable to secure sufficient funding from mainstream sources. It specifically aims to help organisations that have a social impact, especially those working in disadvantaged communities.</p> ",,0,249,250000,,0,1,0,"Social Enterprise Loan Fund","Loans for charities and social enterprises that are unable to secure sufficient funding from mainstream sources",http://www.tself.org.uk,"Social Enterprise Loan Fund website","Social Enterprise Loan Fund info@tself.org.uk 020 7526 3440 Third Floor 1-5 Wandsworth Road London SW8 2LN"
476,16481,11211,"Backing Business Programme - Allerdale and Copeland",,,,"<p>This programme aims to provide support to West Cumbrian businesses who want to increase sales and profitability, identify areas for growth or simply survive the current economic downturn.</p> ",,0,249,1000,,0,1,0,"West Cumbria Development Agency (WCDA)","Grant funding and advice to help small businesses create or save jobs in this area",http://www.wcda.co.uk/backing-business.php,"West Cumbria Development Agency (WCDA) website","West Cumbria Development Agency (WCDA) enquiry@wcda.co.uk 01900 65656 Moss Bay House 40 Peart Road Derwent Howe Workington Cumbria CA14 3YT"
477,13023,11212,"Enterprise Coaching - West Cumbria",,,,"<p>A free and confidential service for those with the interest and potential to develop an enterprising idea whether through self employment or starting a small business, or to consider other options including volunteering, work or training or social enterprise development.</p> ",,0,249,0,,0,1,0,"Ways into Successful Enterprise","Confidential service for anyone with the potential to develop an enterprising idea",http://www.waysintosuccessfulenterprise.org.uk/,"Ways into Successful Enterprise website","Ways into Successful Enterprise 01229 719654 Millon Network Centre Salthouse Road Millom Cumbria LA18 5AB"
478,18762,11220,"Business Programme - The Prince's Charities for Young People, Burnley",,"<p>Applicants must live within a Burnley post code area.</p> ",,"<p>The Business Programme supports young people aged 18 to 30 who are unemployed or working part time (less than 16 hours per week) and are unable to raise finance from other sources to start their own business.</p> <p>The programme offers:</p> <ul> <li>pre start-up support</li> <li>three year post start-up support</li> <li>free and discounted access to a wide range of services</li> </ul> ",,0,249,2200,,0,1,0,"Prince's Trust","Supports young people 18-30 who want to set up their own business but are unable to raise finance",http://www.princes-trust.org.uk/need_help/enterprise_programme.aspx,"Prince's Trust website","Prince's Trust 01282 714160 Bedford House Oxford Street Liverpool L69 7ZP"
479,16088,11221,"Business Support - Bolton, Bury, Rochdale",,,,"<p>The organisation provides a range of services including:</p> <ul> <li>a portfolio of loans</li> <li>information, advice and guidance</li> <li>business mentoring</li> <li>business counselling</li> <li>premises information</li> <li>skills information</li> <li>support for women in business</li> <li>events and workshops</li> </ul> ",,0,99,0,,0,1,0,"Bolton Business Ventures","Advice and guidance services for businesses in the Bolton and Bury areas",http://www.bbvonline.net,"Bolton Business Ventures website","Bolton Business Ventures info@bbvonline.net 01204 391 400 Bolton Business Centre 44-46 Lower Bridgeman Street Bolton BL2 1DG"
480,16137,11223,"Business Start-Up Support - Blackpool",,"<p>Businesses must be located in the Blackpool local authority area.</p> ",,"<p>The organisation supports the creation of sustainable self employment and development of small businesses by the provision of free, impartial and confidential advice.</p> ",,0,4,0,,0,1,0,"Business Venture Group","Advice and guidance for new and growing businesses in Blackpool",http://www.orvia.co.uk/,"Business Venture Group website","Orvia getstarted@bvg.org.uk 01253 406 271 Centurion House Leyland Business Park Farington Leyland PR25 3GR"
481,16527,11224,"Climate Change Business Grants - Chorley",,"<p>The fund will support small and medium- sized businesses located within the Chorley borough boundaries.</p> <p>In order to comply with EU state aid regulations Chorley Council is unable to provide energy grant assistance to companies in the transport sector, or those involved in the production of agricultural equipment.</p> ",,"<p>This grant scheme provides financial support to businesses to facilitate investment in energy efficiency measures or renewable technologies.</p> <p>The grant can be used for implement the recommendations of an energy efficiency audit, including:</p> <ul> <li>purchase and installation of renewable technologies</li> <li>investment in energy efficiency measures</li> </ul> ",,0,249,10000,,0,1,0,"Chorley Council","Financial support for businesses to invest in energy efficiency measures and/or renewable technologies",http://www.chorley.gov.uk/CHttpHandler.ashx?id=3038&p=0,"Chorley Council website","Chorley Council 01257 515 305 Union Street Offices Chorley PR7 2AL"
482,16190,11225,"Business Start-Up Support - Pennine Lancashire",,"<p>The scheme is open to anyone starting a business in the following areas of Pennine Lancashire:</p> <ul> <li>Blackburn with Darwen</li> <li>Burnley</li> <li>Hyndburn</li> <li>Pendle</li> <li>Ribble Valley</li> <li>Rossendale</li> </ul> <p>If a business is already trading, it must be in the first three years of trading to be eligible for support.</p> ",,"<p>The organisation provides start-up support for businesses including information, advice and guidance, practical workshops and access to finance.</p> ",,0,4,0,,0,1,0,"Consortium of Enterprise Agencies (CENTA)","Start-up support for business'; including information, advice and guidance, practical workshops and access to finance",http://www.pennineenterprise.co.uk,"Consortium of Enterprise Agencies (CENTA) website","Consortium of Enterprise Agencies (CENTA) 0128 2389 037 Pendle Enterprise Haven 138 Every Street Nelson BB9 7EX"
483,16191,11226,"Business Support Services - Pennine Lancashire",,"<p>Businesses must be based in one of the following areas of Pennine Lancashire:</p> <ul> <li>Blackburn with Darwen</li> <li>Burnley</li> <li>Hyndburn</li> <li>Pendle</li> <li>Ribble Valley</li> <li>Rossendale</li> </ul> ",,"<p>The organisation provides a range of business support services for established businesses including:</p> <ul> <li>business premises and room hire</li> <li>graduate placement scheme</li> <li>events and workshops</li> <li>support for women in business</li> <li>networking opportunities</li> </ul> ",,0,49,0,,0,1,0,"Consortium of Enterprise Agencies (CENTA)","Support for established business in Pennine Lancashire",http://www.pennineenterprise.co.uk,"Consortium of Enterprise Agencies (CENTA) website","Consortium of Enterprise Agencies (CENTA) 0128 2389 037 Pendle Enterprise Haven 138 Every Street Nelson BB9 7EX"
484,16197,11227,"Co-operative Enterprise Hub",,"<p>Free advice and training is only available to organisations that are (or are about to be) registered companies, industrial or provident societies, limited liability partnerships or similar bodies.</p> <p>The co-operative must be registered in the United Kingdom.</p> ",,"<p>The Co-operative Enterprise Hub works with regional and national groups of experts to offer advice, training and consultancy on how to set up, run and grow a sustainable co-operative business.</p> <p>In particular The Hub offers support to co-operatives that are:</p> <ul> <li>preparing to start trading</li> <li>in their first year of trading</li> <li>experiencing rapid growth</li> <li>planning to move premises</li> <li>needing to buy equipment</li> <li>developing a new product, service or market</li> <li>wanting to change their management or structure</li> </ul> <p>Businesses can apply for up to four days support which includes business planning, financial, staffing, legal and governance advice.</p> <p>An experienced co-operative business adviser will visit the business and prepare a proposal. This might include business consultancy, management training, a finance package of a small grant and a loan.</p> ",,0,0,0,,0,0,0,"Co-operatives Enterprise Hub","Advice, training and finance to help new and existing co-operatives become more sustainable businesses",http://www.co-operative.coop/enterprisehub,"Co-operatives Enterprise Hub website","Co-operatives Enterprise Hub 0161 246 3020 New Century House Corporation Street Manchester M60 4ES"
485,17448,11233,"Business Development - Lancashire",,,,"<p>The scheme provides a package of support to growing businesses, including:</p> <ul> <li>assisted chamber membership</li> <li>appointment of non-executive directors and mentors</li> <li>specialist professional skills eg finance, legal and marketing</li> <li>introduction of new systems and processes to improve performance</li> </ul> ",,0,249,0,,0,1,0,"Lancashire County Developments","Support services for businesses in Lancashire",http://www.lancashire.gov.uk/corporate/lcdl/finance/business-development/index.asp,"Lancashire County Developments website","Lancashire County Developments 01772 536 600 Office of the Chief Executive County Hall Fishergate Hill Preston PR1 8XJ"
486,13050,11239,"Business Support - East Manchester","<p>New East Manchester is a partnership initiative between Manchester City Council, the Homes and Communities Agency, the Northwest Regional Development Agency and the communities of East Manchester.</p> ",,,"<p>The scheme offers a programme of locally developed support for both existing and relocating businesses.</p> ",,0,249,0,,0,1,0,"New East Manchester","Advice to businesses in the East Manchester area",http://www.east-manchester.com/business/useful-information/index.htm,"New East Manchester website","New East Manchester info@neweastmanchester.com 0161 223 1155 187 Grey Mare Lane Beswick Manchester M11 3ND"
487,13051,11240,"National Industrial Symbiosis Programme - North West",,"<p>Applicants must be based in the North West.</p> ",,"<p>The scheme provides support to businesses to help them take a fresh looking at their resourcing. It deals with the resourcing of:</p> <ul> <li>materials</li> <li>energy</li> <li>water</li> <li>logistics</li> <li>shared assets</li> </ul> ",,0,249,0,,0,1,0,"National Industrial Symbiosis Programme","Range of consultancy services to help businesses with their resourcing",http://www.nisp.org.uk/about_us_more.aspx,"National Industrial Symbiosis Programme website","National Industrial Symbiosis Programme info@nisp.org.uk 0845 094 9501 44 Imperial Court Kings Norton Business Centre Pershore Road South Birmingham B30 3ES"
488,17395,11242,"Invest Sefton",,,,"<p>Sefton Integrated Business Support (SIBS) is funded under the UK government's Working Neighbourhoods Fund (WNF). A key aim is to transform areas of Sefton into places for new entrepreneurs and successful, outward-looking businesses.</p> <p>Through SIBS, residents and businesses will be able to access a range of services that will enable them to start up in business or grow their existing business. Sefton Integrated Business Support is focussed on 'Super Output Areas', geographically defined areas with key issues such as deprivation and worklessness to be addressed.</p> <p>Investments are available towards the cost of plant, machinery and equipment for SME's in the qualifying area. More specifically, Business Expansion Investments are available for existing firms embarking upon new job creating projects.</p> ",,0,0,0,,0,0,0,"Invest Sefton","Advice, support and financial assistance for new, existing businesses and inward investors in Sefton",http://www.investsefton.com,"Invest Sefton website","Invest Sefton 0151 934 3444 The Investment Centre 375 Stanley Road Bootle Liverpool L20 7JD"
489,13056,11245,"Business Information and Market Research Service - Manchester",,,,"<p>Businesses can search trade and business directories, carry out credit checks, request patent searches, read business and trade journals and download factsheets and business briefings.</p> ",,0,249,0,,0,1,0,"Manchester City Council","Business information and market research service for businesses in Manchester",http://askaboutbusiness.org/index.php?option=com_content&view=article&id=56&Itemid=40,"Manchester City Council website","Manchester City Council businessinfo@manchester.gov.uk 0161 234 1991 City Library Elliot House 151 Deansgate Manchester M3 3WD"
490,18991,11247,"East of England Business Angel Co-Investment Loan Scheme","<p>Please see the website for further information.</p> ","<p>The funds are for growth-orientated small and medium-sized enterprises based in the East of England.</p> <p>Loans will be made available to those businesses able to meet the following criteria:</p> <ul> <li>a viable product or service</li> <li>a management team with relevant background</li> <li>an identifiable market need</li> <li>evidence of a strong commitment to the enterprise from the proprietors</li> </ul> ",,"<p>The Business Angel Co-investment Loan Facility, is a Solutions for Business Finance for Business product.</p> <p>&amp;pound;1.25 million has been set aside from the Regional Growth Loan scheme for co-investment in high growth small and medium-sized enterprises in the East of England, aiming to encourage business angel investment in businesses that:</p> <ul> <li>are based within the East of England region</li> <li>have strong growth potential</li> <li>have identified business angels that are willing to invest</li> </ul> ",,0,249,0,,0,1,0,"Finance East Loan Management","Assists early stage small and medium sized enterprises across the East of England",http://www.financeeast.com/BusinessAngelCo-investmentLoan.html,"Finance East Loan Management website","Finance East Loan Management enquiries@financeeast.com 0147 372 2910 Unit 1 Basepoint Business Centre 70-72 The Havens Ransomes Ipswich Suffolk IP3 9BF"
491,18992,11249,"East of England Regional Growth Loan Scheme","<p>Please see the website for further information.</p> ","<p>Loans will be available to new and existing limited companies that meet the following criteria:</p> <ul> <li>a clear business strategy that credibly delivers significant growth</li> <li>a proposition that addresses product markets which are likely to grow strongly in the medium term</li> <li>a business plan demonstrating such things as a viable product or service, a ready market and competitive advantage</li> </ul> ",,"<p>The Regional Growth Loan Scheme, is a Solutions for Business Finance for Business product. The scheme is available to existing incorporated business that:</p> <ul> <li>are based within the East of England region</li> <li>have forecast a minimum turnover of &amp;pound;500,000</li> <li>have strong growth potential</li> <li>have a long term investment need to deliver that growth potential</li> </ul> <p>The fund cannot be used to:</p> <ul> <li>refinance existing financial arrangements</li> <li>raise working capital</li> <li>finance a turnaround situation</li> <li>fund not-for-profit businesses, social enterprises or unincorporated businesses</li> </ul> ",,0,249,0,500000,0,1,0,"Finance East Loan Management","Assists small and medium sized enterprises across the East of England",http://www.financeeast.com/regional_growth_loan_scheme.html,"Finance East Loan Management website","Finance East Loan Management enquiries@financeeast.com 0147 372 2910 Unit 1 Basepoint Business Centre 70-72 The Havens Ransomes Ipswich Suffolk IP3 9BF"
492,16500,11254,"Business Gateway New Business Start-up Grant - Orkney",,"<p>Applicants for start-up funding must be developing a new, full-time start-up business.</p> <p>The business must not have already started up prior to application.</p> <p>The business owner must reside in Orkney and own and operate the business themselves.</p> <p>Applicants must submit a business plan with two years cash flow projections.</p> <p>Applicants in receipt of other grant funding may not be eligible for this funding.</p> ",,"<p>Business Gateway provides a grant for new businesses in Orkney. The grant may cover any start up costs such as:</p> <ul> <li>equipment</li> <li>training</li> <li>marketing</li> </ul> ",,0,9,1000,,0,1,0,"Business Gateway","Grants for new businesses in Orkney",http://www.orkney.gov.uk/Files/Business-and-Trade/Grant_programme_Guidelines.pdf,"Business Gateway website","Business Gateway business.gateway@orkney.gov.uk 0185 6886 666 14 Queen Street Kirkwall Orkney KW15 1JE"
493,16186,11255,"Guardian Angels - One to One Mentoring",,,,"<p>This scheme aims to assist local businesses in developing and achieving greater success by providing them with access to experienced, knowledgeable and skilled business professionals.</p> <p>It offers small business owners and managers the chance to work with an experienced business leader, allowing them to realise their leadership and business potential.</p> ",,0,249,0,,0,1,0,"Community and Business Partners","Provides local businesses with access to experienced, knowledgeable and skilled business mentors",http://www.cbpartners.org/pics/pdf/guardians-brochure.pdf,"Community and Business Partners website","Community and Business Partners guardians@cbpartners.org 0125 450 5050 Suite 1 Blackburn Enterprise Centre Furthergate Blackburn Lancashire BB1 3HQ"
494,16584,11256,"Digital Tourism Business Framework Programme - Creating Digital Tourism Communities","<p>Please see the website for further information.</p> ",,,"<p>The Digital Tourism Business Framework Project will assist tourism businesses and supporting organisations to adopt new technologies. This will enable them to meet and exceed visitor expectations and become more competitive in the market place as a result. The support available will include:</p> <ul> <li>ICT diagnostics and assessments</li> <li>workshops, training and seminars to assist with technological development</li> <li>development of digital communities and innovative pilots</li> <li>sharing of knowledge and content</li> </ul> ",,0,249,106000,,0,1,0,"Welsh Government","Support for tourism businesses adopt new technologies","http://wales.gov.uk/topics/tourism/digital/?lang=en&dm_t=0,0,0,0,0","Welsh Government website","Welsh Government digitaltourismprojects@wales.gsi.gov.uk 0292 092 5459 Brunel House 2 Fitzalan Road Cardiff CF24 0UY"
495,16585,11257,"Digital Tourism Business Framework Programme - Innovative Pilots","<p>Please see the website for further information.</p> ",,,"<p>The Digital Tourism Business Framework Programme (DTBF) seeks to assist tourism businesses and supporting organisations in adopting new technologies that enable them to meet visitor expectations and become more competitive in the market place.</p> <p>The DTBF programme will support the tourism industry in Wales to become better equipped, through the emerging use of collaborative ICT, to generate, share and distribute tourism content and provide potential visitors with information they require to make decisions and visit Wales. The result being major performance gains and enhanced competitiveness through innovative communities, projects, ICT awareness and maturity.</p> <p>Based on increased knowledge, successful innovative tourism product ideas will be supported as pilots. Due to the rapid developments in technology, on-line and mobile services, the types of innovative pilots supported are very loosely defined but will be expected to demonstrate:</p> <ul> <li>scientific or technological excellence</li> <li>effective implementation, management and achievement of outcomes</li> <li>long term sustainable impact or exploitation opportunities beyond the DTBF funding period</li> </ul> ",,0,249,79500,,0,1,0,"Welsh Government","Support for tourism businesses adopt new technologies","http://wales.gov.uk/topics/tourism/digital/?lang=en&dm_t=0,0,0,0,0","Welsh Government website","Welsh Government digitaltourismprojects@wales.gsi.gov.uk 0292 092 5459 Brunel House 2 Fitzalan Road Cardiff CF24 0UY"
496,16470,11258,"Aberdeen City and Shire First Employee Grant Scheme","<p>Payment of the grant will be made in two stages, with 50 per cent being paid when the employee is in place, and the balance paid in six months following verification of continued employment.</p> ","<p>Businesses must meet the following criteria before an application for assistance will be considered:</p> <ul> <li>this must be the first employee of the business</li> <li>the employee must work a minimum of 30 hours per week</li> <li>the employee must not be a partner or investor of the business</li> <li>systems must be in place to deduct National Insurance and PAYE</li> <li>the business must be able to afford to take on an employee</li> <li>the awarding of a grant must not be detrimental to other local businesses</li> </ul> ",,"<p>This scheme provides advice and grant support for businesses taking on their first employee.</p> ",,0,9,1000,,0,1,0,"Aberdeenshire Council","Advice and grant support for businesses taking on their first employee",http://www.aberdeencity.gov.uk/ebd/First_Employee_Grant.asp,"Aberdeenshire Council website","Aberdeenshire Council 0122 4664 771 Woodhill House Westburn Road Aberdeen AB16 5GB"
497,18940,11267,"Smart - Proof of Market Grant",,"<p>Pre start-ups, start-ups, and small and medium-sized businesses from all sectors across the UK may apply.</p> ","<p>Applications are accepted on a rolling basis for assessment by independent experts.</p> ","<p>This scheme is offering funding to small and medium-sized enterprises (SMEs) to engage in research and development projects in the strategically important areas of science, engineering and technology, from which successful new products, processes and services could emerge.</p> <p>The Grant for Research and Development (Grant for R&amp;D) scheme will support research and development projects which offer potentially significant rewards and could stimulate UK economic growth.</p> <p>The Proof of Market grant enables businesses to assess the commercial viability of a project, through:</p> <ul> <li>market research</li> <li>market testing and competitor analysis</li> <li>intellectual property position</li> <li>initial planning to take the project to commercialisation, including assessing costs, timescales and funding requirements</li> </ul> ",,0,249,25000,,0,1,0,"Technology Strategy Board","Support for research and development projects that could stimulate UK economic growth","http://www.innovateuk.org/deliveringinnovation/grant-for-research-and-development.ashx#proof of market","Technology Strategy Board website","Technology Strategy Board enquiries@tsb.gov.uk 0300 321 4357 North Star House North Star Avenue Swindon SN2 1UE"
498,18942,11268,"Smart  - Proof of Concept Grant",,"<p>Pre start-ups, start-ups, and small and medium-sized businesses from all sectors across the UK may apply.</p> ","<p>Applications are accepted on a rolling basis for assessment by independent experts.</p> ","<p>This scheme is offering funding to small and medium-sized enterprises (SMEs) to engage in research and development projects in the strategically important areas of science, engineering and technology, from which successful new products, processes and services could emerge.</p> <p>The Grant for Research and Development (Grant for R&amp;D) scheme will support research and development projects which offer potentially significant rewards and could stimulate UK economic growth.</p> <p>The Proof of Concept grant may be used to explore the technical feasibility and commercial potential of a new technology, product or process, including:</p> <ul> <li>initial feasibility studies</li> <li>basic prototyping</li> <li>specialist testing and/or demonstration to provide basic proof of technical feasibility</li> <li>intellectual property protection</li> <li>investigation of production and assembly options</li> </ul> <p>It also includes pre-clinical research studies for healthcare technologies and medicines, including target identification and validation.</p> ",,0,249,100000,,0,1,0,"Technology Strategy Board","Support for research and development projects that could stimulate UK economic growth","http://www.innovateuk.org/deliveringinnovation/grant-for-research-and-development.ashx#proof of concept","Technology Strategy Board website","Technology Strategy Board enquiries@tsb.gov.uk 0179 344 2700 North Star House North Star Avenue Swindon SN2 1UE"
499,18941,11269,"Smart - Development of Prototype",,"<p>Pre start-ups, start-ups, and small and medium-sized businesses from all sectors across the UK may apply.</p> ",,"<p>This scheme is offering funding to small and medium-sized enterprises (SMEs) to engage in research and development projects in the strategically important areas of science, engineering and technology, from which successful new products, processes and services could emerge.</p> <p>The Grant for Research and Development (Grant for R&amp;D) scheme will support research and development projects which offer potentially significant rewards and could stimulate UK economic growth.</p> <p>The Development of Prototype grant can be used by businesses to develop a technologically innovative product, service or industrial process, and can include projects such as:</p> <ul> <li>small demonstrators</li> <li>intellectual property protection</li> <li>trials and testing, including clinical</li> <li>market testing</li> </ul> ",,0,249,250000,,0,1,0,"Technology Strategy Board","Support for research and development projects that could stimulate UK economic growth","http://www.innovateuk.org/deliveringinnovation/grant-for-research-and-development.ashx#development of prototype","Technology Strategy Board website","Technology Strategy Board enquiries@tsb.gov.uk 0179 344 2700 North Star House North Star Avenue Swindon SN2 1UE"
