id,vid,nid,title,additional_information,eligibility,evaluation,long_description,max_turnover,max_business_age,max_employees,max_grant_value,min_turnover,min_business_age,min_employees,min_grant_value,organiser,short_description,url,will_continue_on,contact_details
881,20387,13086,"Outset Torbay","<p>The Outset Torbay programme offers 16 three-hour workshops and one-to-one coaching to take clients all the way from considering self-employment, to starting their own business and beyond.</p>","<p>Outset Torbay works with individuals ‘ordinarily under-represented in enterprise’. This includes unemployed, women, over 50s, under 25s, people with physical or mental health issues, and those from deprived wards.</p><p>Outset Torbay can only support people who live in the Torbay area.</p>",,"<p>This scheme offers fully funded intensive business start-up support, including workshops and one-to-one coaching, designed to equip clients with the skills and confidence needed to start and grow successful, sustainable enterprises in Torbay.</p>",,0,0,0,,0,0,0,"Torbay Development Agency / European Regional Development Fund (EDRF)",,http://www.outsettorbay.co.uk/,"Torbay Development Agency / European Regional Development Fund (EDRF) website","Outset Torbay, 1st Floor Commerce House, 97 Abbey Road, Torquay TQ2 5PJ
0800 032 2905
info@outsettorbay.co.uk"
882,20397,13087,"Rural Conversion Grant Programme","<p>Applicants will be required to demonstrate the need for assistance.&nbsp; The grant will be either based on £20,000 per job created/safeguarded&nbsp;or 50% of the eligible project costs, which-ever is the lesser figure. This grant cannot be match funded by other County Council funding.</p>","<p style=""text-align: left;"">In order to be eligible for a rural conversion grant you must adhere to the following guidelines:</p><ul><li>must be a micro-business (employing less than 10 full time staff)</li><li>applications can be submitted by individuals, partnerships, small limited companies, co-operatives, charitable trusts and voluntary organisations<a href=""https://improve.staging.businesslink.gov.uk/English/business/Advice/Documents/wards.pdf""> </a></li><li>the building being developed must be situated in the Rural Development plan (RDP) area</li><li>grants for work on properties will only be available to owners of the freehold interest in the property, to lessees holding a lease that has a minimum of 15 years remaining at the anticipated grant payment date, or lessee that shave secured their landlord’s written consent for the proposed works</li><li><div>the grant is not available for the conversion or refurbishment of redundant buildings for residential, tourism, agricultural or horticultural purposes</div></li><li><div>ineligible works include: pure refurbishment where the use of a building will not be changed; routine repair and maintenance works; works relating to health and safety requirements; statutory works; purchase costs; substantial demolition; soft landscaping; mobile equipment (please clarify with Carmarthenshire County Council) and works which have already commenced</div></li></ul>",,"<p>Rural Conversion Grant (RCG) will provide assistance to micro-businesses for the conversion of redundant rural buildings into business use.</p>",,0,10,0,,0,0,0,"Welsh Government",,http://www.carmarthenshire.gov.uk/english/business/advice/pages/businessgrants.aspx,"Welsh Government website","Welsh Government, Sarn Mynach, Llandudno Junction LL31 9RZ
03000 6 03000
businesssupport@wales.gsi.gov.uk"
883,20498,13088,"Repairs Grant - Northern Ireland","<p>The Repairs Grant is for the repair or replacement of existing items and is not intended to provide any elements of improvement or a new amenity.</p><p>Monies will be paid when the work is completed and all the accounts, receipts and certificates have been sent .</p><p>Contact local grants office for further details.</p>","<p>Eligible applicants include:&nbsp; landlords agents some private tenants.</p>","<p>Grant aid is available over a 3 year period, the amount paid will depend on the type of work and the capital value of the property.</p>","<div class=""pl"">This grant is available when the Environmental Health Officer from the local district council has served a Statutory Notice on a house that is in poor physical condition.</div>",,0,0,7500,,0,0,0,"Northern Ireland Housing Executive",,http://www.nihe.gov.uk/index/hig_home/grants_available/repairs_grant.htm,"Northern Ireland Housing Executive website","Northern Ireland Housing Executive, Head Office, The Housing Centre, 2 Adelaide Street, Belfast, BT2 8PB
08448 920 900"
885,20590,13090,"Trade Visits",,"<p>Trade visits are open to all export-focused businesses from any sector, involved in manufacturing or tradeable services.</p>",,"<p>Advice and support to help Northern Ireland businesses to take part in overseas trade missions and exhibitions.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://www.investni.com/index/already/selling/taking_part_in_trade_visits.htm,"Invest Northern Ireland website","Invest NI"
886,20592,13091,"Interim Manager Programme","<p>Projects are limited to a maximum of 60 days over&nbsp;six months and £15,000 or 49 per cent&nbsp;of eligible costs, whichever is the least.</p>","<p>Support is available to Invest NI clients only.</p><p>Clients are required to submit a short project proposal to their client executive.</p><p>Proposal are assessed against normal Invest NI support criteria. Specifically proposals must:</p><ul><li>be able to demonstrate potential to achieve a 3:1 return on investment</li><li>have a clear exit route for the interim manager</li><li>be sustainable after interim manager support is no longer available</li></ul><p>The interim manager will have direct hands-on management responsibility for delivering a project and typically will have control of the resources necessary to do so.</p>",,"<p>Interim management programme provides SME’s with time limited access to <u>additiona</u>l management resource to deliver a specific business improvement project. Support is not available for gap filling or activities which might reasonably be considered as usual operating cost arising in the normal course of business.</p><p>&nbsp;</p>",,0,0,15000,,0,0,0,"Invest Northern Ireland",,http://www.boostingbusinessni.com/skills,"Invest Northern Ireland website","Invest NI"
887,20601,13092,"Outset Cornwall",,"<p>Outset Cornwall actively support the following range of under-represented groups, but if you feel you don’t fit in any of these categories, please contact us anyway as we still may be able to help you:</p><ul><li>women</li><li>under 25s</li><li>over 50s</li><li>long-term unemployed</li><li>disabled or ill health</li><li>anyone recently made redundant</li><li>black, minority or ethnic groups (BME)</li><li>single parents</li></ul>","<p>We can also support businesses set up through Outset Cornwall after they have completed the programme. Our specialist post start support and coaching helps businesses to remain sustainable and to grow in the first year of trading.</p>","<p>Outset Cornwall is an ERDF Convergence funded programme supporting under-represented groups from across Cornwall to start their own businesses. The programme comprises of workshops, 1:1 support, mentoring and an exclusive networking group delivered in different locations around the county. We pride ourselves on offering flexible and practical support in a fun and supportive environment.</p>",,0,0,0,,0,0,0,"YTKO/ Convergence/ ERDF",,http://www.outsetcornwall.co.uk,"YTKO/ Convergence/ ERDF website","Becky Palmer [becky.palmer@outsetcornwall.co.uk]"
888,20611,13093,"Innovation Advisors","<p>The innovation advisors will guide the company to an appropriate support scheme which can range from Innovation Vouchers (not match funded) to Grant for R&amp;D (match funded by the business).</p>","<p>Advice is open to all businesses who are Invest NI clients or potential clients.</p>",,"<p>Innovation advisors are industry specialists who can give advice and support to companies wishing to embark on a research and development project.&nbsp; The advisor can help to scope out the project and advise on the most suitable grant support scheme for their project.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://www.investni.com/index/already/product/research_and_development.htm,"Invest Northern Ireland website",
889,20627,13095,"1:1 Business Advice",,"<p>Businesses should be located in Surrey, Hampshire or Kent.</p>",,"<p>Our accredited advisers are available to meet with you at various <a href=""http://www.enterprisefirst.co.uk/more_info.asp?current_id=90"">locations</a>. The advice is impartial and confidential and is a free&nbsp;service to help you and your business with most queries you might have.</p>",,0,0,0,,0,0,0,"Enterprise First",,http://www.enterprisefirst.co.uk/more_info.asp?current_id=114,"Enterprise First website","11 Wellington Street, Aldershot, Hants GU11 1DX

Email:    melanie.jones@enterprisefirst.co.uk
Tel:       01252 319272  
"
890,20736,13096,"BIC Consultancy Fund",,"<p>Small and medium - sized enterprises (SMEs) based in Staffordshire.</p>","<p>Application form to be completed and considered by a panel.</p>","<p>The grant will pay for specialist consultancy advice in areas such as IPR strategy, IT support, financial advice, marketing strategy and new product design and development&nbsp;required to help a business grow through Innovation. £2'500 available on a 25% contribution.</p>","£10 million",0,250,2500,,0,0,0,"Business Innovation Centre",,http://www.thebic.co.uk/funding-your-business,"Business Innovation Centre website",
891,20958,13097,"South Cambridgeshire Business Support Service",,"<p>To be able to access business advice and guidance and possibly funding, the business should be based within a South Cambridgeshire district postcode, have been trading for 12 months and also be able to demonstrate financial hardship as a result of the recession.</p><p>Workshops are available to all businesses and individuals thinking of starting a business and based within the South Cambridgeshire district.</p>",,"<p>Access to free of charge business advice and guidance over the phone, online or face-to-face from specialist business advisers. Subject to eligibility criteria and a meeting with a business adviser, there may also be funding available of up to £1,000 to help businesses overcome identified barriers to sustainability and growth.</p><p>The free workshops cover topics such as starting your own business, planning a business, researching your market, finding and keeping customers, managing money and making a profit and business networking.</p>",,12,250,1000,,0,0,0,"Exemplas on behalf of South Cambridgeshire District Council",,http://www.exemplas.com/southcambs,"Exemplas on behalf of South Cambridgeshire District Council website","Exemplas Limited, Biopark, Broadwater Road, Welwyn Garden City, Hertfordshire AL7 3AX
0844 346 0755
southcambsbusinesssupport@exemplas.com
"
892,20822,13098,"Market Capability and In Market Support",,"<p>This support is available to all businesses.</p>",,"<p>Consultancy support for Northern Ireland businesses to undertake specific market research projects.</p><p>We offer up to&nbsp;ten days’ consultancy to businesses to undertake specific market research projects. This includes providing advice on market entry strategy and distribution channels. If your business can show that it intends to sell outside Northern Ireland, is actively pursuing growth plans and will contribute to increasing productivity and innovation in Northern Ireland, you can apply for this consultancy assistance.&nbsp;</p><p>&nbsp;</p><p>We assess applications for financial support on a case by case basis and your business will be expected to pay a proportion of the cost of the assistance.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://www.investni.com/index/already/selling/researching_export_markets.htm,"Invest Northern Ireland website","Trade Team
Invest NI
Bedford Square
Bedford Street
Belfast
BT2 7ES
0800 181 4422
"
893,20843,13099,"Pennine LEAP","<p>Pennine LEAP is delivered by Regenerate Pennine Lancashire’s Enterprise and Employment Team and a network of enterprise partners. The project supports non retail enterprises across Pennine Lancashire and will operate until December 2013. The specialist enterprise providers who will provide free coaching and mentoring support to new enterprises:</p><ul><li>Enterprise4all Ltd</li><li>Community and Business Partners</li><li>East LancashireChamber of Commerce</li><li>SELNET Ltd</li></ul><p>Supported by the European Regional Development Fund, we provide free intensive support to help your new business grow.</p><p>Call us free on 0800 612 2029 or email us via info@regeneratepl.co.uk</p>","<p>The programme offers support to individuals in Pennine Lancashire, including Blackburn, Darwen, Hyndburn,Burnley, Pendle and Rossendale.</p>",,"<p>Pennine LEAP provides intensive training, mentoring, HR coaching, social enterprise and international trade support to businesses in Pennine Lancashire. The programme also provides finance support and the benefit of an experienced business mentor for up to two years.</p><p>Pennine LEAP provide a wide range of help, including:</p><ul><li>a “Start Up Boot Camp’, providing interactive tailored coaching for new enterprises</li><li>coaching from a Human Resources specialist</li><li>international trade support</li><li>specialist social enterprise coaching</li><li>finance support</li><li>ongoing mentoring support for up to two years</li></ul>",,36,0,0,,0,0,0,"Regenerate Pennine Lancashire",,http://www.regeneratepl.co.uk/business/pennine-leap/,"Regenerate Pennine Lancashire website","0800 612 2029
info@regeneratepl.co.uk

"
894,20922,13100,"Start-Up Loans","<p><strong>How to apply: </strong></p><p>You can apply by clicking on the Register tab on the Start-Up loans Facebook page.</p><p><strong>What is the Application Process?</strong> <br /><br />When you apply through Start Up loans, we will identify the right loan provider (delivery partner) for you that is serving your region. The delivery partner will then work with you to identify what stage you're at in your idea process, and help you present your business proposal to a panel where you will pitch for a loan. If successful, you will receive the funding for the loan which will be administered by the delivery partner directly. Mentoring will be provided with the loan, and often during the pre-pitch process as well, giving you additional support and guidance as you go through an entrepreneur's journey.</p><p><strong>If I receive a Start-Up loan, what are the payback terms?</strong> <br /><br />You will be required to pay back the loan within three to five years at a fixed APR (annual percentage rate) of 3 per cent plus RPI (Retail Price Index) which is currently 3.5 per cent. <br /><br /><strong>Will I receive any practical support?</strong> <br /><br />In addition to your loan you will also receive business support and mentoring to help develop your idea. <br /><br /><strong>What else do I receive?</strong> <br /><br />As well as the loan, business support and mentoring applicants will also receive a free copy of the Start-Up Loans kit, which offers all the guidance you need to start a business, plus more than £500-worth of offers on products from business cards to websites, netbooks and work suits. You will also be eligible to enrol in complimentary resources from a number of our Global Partners, all of whom will be announced on our Facebook page, and communicated to you once you have received your loan. For example, six months free access to Regus' Virtual Office Package and access to most of their business lounges across the world.</p>","<p>To apply for a loan you should be at least 18 years of age (at the time of your application) and younger than 25 (at the time of the launch on 28 May 2012), living in England and interested in starting a business.</p>",,"<p>Start-Up loans are aimed at entrepreneurs aged between 18 and 24 and living in England who are looking for finance to start a business.</p><p>You can register now to apply for a loan. When the loans become available in your region, your registration will automatically apply you for a loan.</p><p>The Start-Up loan is a personal loan.</p><p>The amount that you can borrow will be agreed between yourself and the delivery partner. However the average loan size will be around £2,500.</p>",,0,0,0,,0,0,0,"Start Up Britain",,https://www.facebook.com/StartUpLoansUK,"Start Up Britain website","Karen Leigh at BIS"
895,20854,13101,"Business Solutions - South West",,"<p>Businesses must be based in a local authority in the South West of England.</p>",,"<p>Designed to help businesses start, grow and succeed, our range of Business Growth programmes support eligible businesses. From alternative finance options to developing strategic management, we have a solution to help grow your business.&nbsp;</p><p>Our specialist business support products and services are funded through 'Solutions for Business' and the European Regional Development Fund (ERDF).</p>",,0,0,0,,0,0,0,"Business West",,http://www.businesswest.co.uk/,"Business West website","01275 373 373
info@businesswest.co.uk

"
896,20859,13102,"Inward Investment Selective Financial Assistance",,"<p><strong>Invest NI look for projects which:</strong></p><ul><li>have a strategic focus on markets outside Northern Ireland.</li><li>Increase innovation, advanced technologies or design capabilities.</li><li>develop new, value-added products or services.</li><li>are strategically important for their business&nbsp;sector</li><li>locate in areas of social disadvantage</li><li>increase employment, skills or added value</li><li>accelerate growth in sales, production or service delivery</li><li>enhance university or research linkages</li><li>bring opportunities for local suppliers</li><li>focus on high growth sectors</li></ul><p><strong>Companies should be able to demonstrate:</strong></p><ul><li>a continuous commitment to becoming internationally competitive</li><li>linkages between projects and their strategic corporate objectives</li><li>a commitment to international standards of performance</li></ul><p>Selective Financial Assistance is available to companies setting-up in any of the 26 district council areas within Northern Ireland.&nbsp; Companies deciding to setup outside of Belfast may be entitled to a higher percentage of assistance.&nbsp;&nbsp;</p>","<p>Additionality and Viability (and in the case of FDI – mobility)&nbsp; are key criteria and then the size of company determines the up to&nbsp;percentage we can go to by way of financial intervention – the smaller the company the more you can get.&nbsp;</p><p><span style=""font-family: 'Arial','sans-serif'; font-size: 10pt; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;""></span></p>","<p>Invest NI develops solutions tailored to individual company needs comprising a wide range of support elements.&nbsp; These include <strong>financial and non financial incentives </strong>that further enhance the overall cost competitiveness of locating in Northern Ireland.</p><p><strong>Financial incentives </strong>can include</p><ul><li>salary costs</li><li>training costs</li><li>research and development expenditure &nbsp;&nbsp;&nbsp;&nbsp;</li></ul><p><strong>Non financial incentives include </strong>a range of technical and&nbsp;advisory support services in areas such as:</p><ul><li>property search and selection</li><li>people and skills</li><li>operating efficiency</li></ul>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://invest.investni.com,"Invest Northern Ireland website","0800 181 4422
www.invest@investni.com
"
897,20864,13103,"Property Assistance",,"<p>Invest Northern Ireland client companies developing their capability and growth predominantly in export markets and/or new products.</p>",,"<p>Capital grant or loan to support client companies to develop new property solutions to meet their growth plans.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://www.investni.com/property,"Invest Northern Ireland website","Invest NI"
898,20865,13104,"Property Marketing",,"<p>Eligibility criteria apply to searches carried out by property team.</p><p><span style=""font-family: 'Arial','sans-serif'; font-size: 10pt; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;""></span></p>",,"<p>Searchable database of available industrial and office buildings and industrial land. The database contains information on property in Northern Ireland only.</p><p>&nbsp;</p>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://www.investni.com/property,"Invest Northern Ireland website","Invest NI"
899,20866,13105,"Purchase of Invest NI Serviced Sites","<p>A commercial agreed premium will be charged for each parcel of land sold.</p><p>Invest NI serviced sites are only available within Northern Ireland.</p>","<p>Businesses that have an immediate and demonstrable land need and meet Invest NI’s standard qualification criteria.</p>",,"<p>Purchase of Invest NI serviced sites within an Invest NI business park.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://www.investni.com/property,"Invest Northern Ireland website","Invest NI"
900,20867,13106,"Rental of Invest NI Buildings","<p>A commercial agreed premium/rent will be charged for each building or part thereof.</p>","<p>Businesses that have an immediate and demonstrable property need and meet Invest NI’s standard qualification criteria.</p>",,"<p>Assisting with the rental of Invest NI buildings.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://www.investni.com/property,"Invest Northern Ireland website","Invest NI"
901,20899,13107,"Inspired Project",,"<p>SMEs operating in Scotland.</p>","<p>Any applications are supported by an approval criteria form. Companies have to be less than 250 employees. Projects have to meet a certain amount of the criteria such as job creation, safeguarding jobs, increase investment in research &amp; development, increase profit.</p>","<p>Inspired is aimed at helping Scottish small and medium enterprises (SMEs)&nbsp;who are developing new products or improving existing ones and need help with engineering design, CAD, rapid prototyping, CNC, vacuum forming and sensors and sensors-systems design. The funding provides companies access to academic expertise in all of these areas and match-funding is the time spent by the company to work on the project.</p>",,0,250,5000,,0,0,0,SEEKIT/ERDF,,http://www.uws.ac.uk/research/inspired-project/,"SEEKIT/ERDF website","Inspired Project, 
Innovation and Research Office,
Paisley Campus,
Paisley. PA1 2BE.
Scotland, UK.
0141 848 3835 allison.chudleigh@uws.ac.uk"
902,20944,13108,"Asset Finance Opportunities","<p>The Directory listings clearly show whether or not the finance companies or brokers are members of the National Association of Commercial Finance Brokers (NACFB) or the Finance and Leasing Association (FLA).</p><p><span style=""color: #505050; font-family: 'Arial','sans-serif'; font-size: 9pt; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;""></span></p>",,,"<p>Asset finance is a flexible alternative funding solution to a traditional bank load, providing significant cash flow and tax benefits for businesses looking to purchase a new piece of equipment, a vehicle or other fixed assets. Outright purchases can be a significant drain on working capital and not always the most efficient way to manage capital expenditure.</p><p>Whenever organisations invest in tangible assets - anything from office equipment to manufacturing plants, from cars to a fleet of aircraft - they usually need an affordable, secure means of finance.</p><p>That’s exactly what the asset finance sector is all about. In fact, Asset Finance is the third most common source of finance for businesses, after bank overdrafts and loans.</p><p>There are a range of asset finance options open to customers and these can be summarised as follows: &nbsp; Hire Purchase – the payment of a fixed amount across a specific period to cover the cost of the asset.</p><p>Operating Lease&nbsp;- allows you to lease your asset from a provider over an agreed period.&nbsp; Typically, there is a built in residual value for the asset, which reduces the monthly payments, thereby bringing further cash flow benefits to the customer.</p><p>Finance Lease&nbsp;- allows you to lease the asset from a provider over an agreed period. Repayments are spread over the economic life of the asset and can typically be tailored to customer requirements.</p><p>Contract Hire&nbsp;- covers vehicle fleet management, repair, maintenance and productivity.</p><p><strong>What are the benefits?</strong></p><ul><li>can often expedite access to modern technology and the resulting financial benefits that can bring</li><li>improved cashflow for the customer</li><li>can often be tax efficient depending on the tax allowance available</li></ul>",,0,0,0,,0,0,0,"Asset Based Finance Association (ABFA)",,http://www.assetfinancedirectory.co.uk,"Asset Based Finance Association (ABFA) website","Karen Leigh"
903,20945,13109,"Active Belfast Grants","<p>The minimum awards for a local community grant will be £1,000 and the maximum £5,000.</p><p>&nbsp;</p>",,,"<p>Working through the Belfast Strategic Partnership, Active Belfast has launched a new grant scheme. In total there will be £50,000 of support available to each, with £25,000 towards a large scale citywide programme in each key area (priority 1) and £25,000 to support local community programmes in each of the key areas (priority 2).</p>",,0,0,25000,,0,0,1000,"Belfast Strategic Partnership, Active Belfast Team",,http://www.belfastcity.gov.uk/news/news.asp?id=3068,"Belfast Strategic Partnership, Active Belfast Team website","Belfast Health Development Unit
5th Floor
9 Lanyon Place
Belfast
BT1 3LP
02890 502073 martina.smyth@bhdu.org"
904,20951,13110,"New Enterprise Allowance",,"<p>The scheme is aimed at people aged 18 and over who:</p><ul><li>have been getting Jobseeker's Allowance for at least six months, before entry to the Work Programme</li><li>have been assessed to&nbsp; have a good business idea</li><li>live in an area where New Enterprise Allowance is available</li></ul><p>The New Enterprise Allowance will not be available to people who are required to take part in the Work Programme.</p>",,"<p>New Enterprise Allowance is aimed at people who have been getting Jobseeker's Allowance for at least six months and offers a mentor and financial support to help set up a business.</p><p><strong>New Enterprise Allowance - what is it?</strong></p><p>Support provided can include:</p><ul><li>practical help and support to prepare for self-employment</li><li>help and support in setting up the business</li><li>support for at least the first six months of trading</li><li>a weekly allowance paid for the first 26 weeks of business, to help during start up when earnings may rise and fall</li><li>a loan of up to £1,000</li></ul><p>The allowance and the loan are not taken into account when working out:</p><ul><li>Housing Benefit</li><li>Council Tax Benefit</li><li>tax credits</li><li>Income Tax</li></ul><p><strong>New Enterprise Allowance - how to take part</strong></p><p>Anyone interested in taking part in New Enterprise Allowance should talk to their Jobcentre Plus adviser who will be able to explain:</p><ul><li>how New Enterprise Allowance works</li><li>who will assess the business idea</li><li>who provides the practical support</li><li>what Jobcentre Plus expect from the individual</li><li>how much the allowance will be and how it will be paid</li><li>about the loan - including where to apply for a small, affordable loan to help with start up costs</li><li>what will happen when the allowance ends</li></ul><p>Interested individuals will be invited to go to an organisation that will look at the proposed business idea. These specialists will decide whether the idea could work or not. If they decide the idea has potential a business mentor will be assigned to help prepare for self-employment.</p><p>For more information please contact Jobcentre Plus.</p>",,0,0,1000,,0,0,0,"Jobcentre Plus",,http://www.direct.gov.uk/en/Employment/Jobseekers/programmesandservices/DG_198864,"Jobcentre Plus website",
905,21002,13111,"West Berkshire Business Support",,"<p>Any pre-start or existing business in West Berkshire or those who may be considering relocating to the area.</p>",,"<p>The scheme is able to provide individual guidance and information on many aspects of doing business in West Berkshire.&nbsp; Support is provided to pre-start-up businesses as well as&nbsp;to existing businesses, acting as a “critical friend” if needed.&nbsp; The scheme offers a single point of contact with West Berkshire Council and will also provide&nbsp;access to a range of information and contacts that&nbsp;may be&nbsp;required.</p><p>The service is free and confidential.</p>",,0,0,0,,0,0,0,"West Berkshire Council",,http://www.westberks.gov.uk/index.aspx?articleid=553,"West Berkshire Council website",
906,21004,13112,"Investment for Growth - North East",,"<ul><li>small and medium sized enterprises (SME) actively trading and based in the North East of England</li><li>businesses that provide a business to business product or service</li></ul>",,"<p>Publicly funded by the European Regional Development Fund and delivered by the Investment Centre. Investment for Growth has been specifically created to help North East businesses grow.</p><p>The fund is available to small and medium sized enterprises in the North East of England who are planning to improve their business through investing in business growth projects.</p><p>The fund will provide grants of up to 40 per cent&nbsp;of the total project value (restrictions apply). It provides:</p><ul><li>a direct route to financial assistance to help you improve and grow your business</li><li>access to an experienced business adviser, to support and guide you through the whole process</li><li>investment for projects which will result in the safeguarding or creating of jobs</li><li>assistance in finding the right service provider</li></ul><p><strong>Who can apply?</strong></p><ul><li>small and medium sized enterprises (SME) actively trading and based in the North East of England</li><li>businesses that provide a business to business product or service</li></ul><p><strong>Eligible projects include:</strong></p><ul><li>business planning</li><li>process improvement</li><li>financial management and planning</li><li>accessing new markets</li><li>design of marketing and branding</li><li>bespoke software development</li><li>development of quality management systems</li><li>improved ergonomics and layout environmental/efficiency programmes</li><li>change management programmes</li><li>HR policies and procedures</li><li>technical designs</li><li>website design and development</li></ul>",,0,0,0,,0,0,0,"Invest for Growth - North East",,http://www.investment4growth.co.uk/about-investment-for-growth/,"Invest for Growth - North East website",
907,21005,13113,"Business TimeBank® ","<p>To book your Business TimeBank session or to find out more, please visit <a href=""http://www.centralbedfordshire.gov.uk/businesstimebank"">www.centralbedfordshire.gov.uk/businesstimebank</a> or contact us directly for further information on 0300 3005297 or <a href=""mailto:business@centralbedfordshire.gov.uk"">business@centralbedfordshire.gov.uk</a>.</p>","<p>Any business based in the Central Bedfordshire area. Whether you are looking at just starting out or would like an independent view on your growth plans, Business TimeBank® can provide you with a free session.</p>",,"<p>Business TimeBank® offers businesses free one-to-one advice sessions on a range of business issues. All advice sessions are provided by local businesses who are specialists in their field. Each session lasts for approximately one to two hours. Topics can include a wide range of areas including marketing, social media, finance, increasing sales, business planning, strategic planning, intellectual property.</p>",,0,0,0,,0,0,0,"Central Bedfordshire Council",,http://www.centralbedfordshire.gov.uk/businesstimebank,"Central Bedfordshire Council website","Vicky Hlomuka
Business Investment Officer
Economic Growth & Regeneration

Central Bedfordshire Council Priory House, Monks Walk, Chicksands, Shefford, Bedfordshire, SG17 5TQ
Direct Dial: 0300 300 5297  |  Internal: 75297  |  Email: vicky.hlomuka@centralbedfordshire.gov.uk
"
1024,21255,13114,"Rural Capital Grant Programme 2012/15","<p>Projects will be funded to a maximum of 40% of overall costs.</p><p>Applications are requested no later than the 31st October 2012.</p>","<p>Funding bids from eligible organisations will be assessed in relation to anticipated delivery against one or more of the following outcomes:</p><ul><li>business development building on existing local employment or a clear focus on new job creation, including recruitment of skilled labour and vocational training</li><li>supporting new building works, existing infrastructure improvement or purchase of facility, plant or equipment to boost or support growth</li><li>leveraging significant private sector investment to either enhance capacity and/or promote innovation and technological advances</li><li>has real tangible impact on the wider rural economy (e.g. increasing frequency of visits and number of tourists)</li></ul><p>&nbsp;</p>","<p>A Grants Panel representing the Leicestershire Rural Partnership will assess suitable applications for support</p>","<p>Grant programme for small and micro rural businesses working in the land-based, food and drink, visitor economy (including leisure pursuits), creative and knowledge based sectors.</p><p>There is a total of £100,000 funding available for rural business grants to enable the Leicestershire Rural Partnership to help support&nbsp; sustainable growth, high quality employment opportunities and increased vocational training in rural priority sectors.</p>",,0,50,25000,,0,0,5000,"Leicestershire County Council","Grant programme for small and micro rural businesses working in the land-based, food and drink, visitor economy (including leisure pursuits), creative and knowledge based sectors.",http://www.oakleaves.org.uk/rcp.html,"Leicestershire County Council website","Leicestershire County Council
Chief Executives Department
County Hall
Glenfield, Leics
LE3 8RA
0116 305910
peter.mclaren@leics.gov.uk"
1025,21259,13115,iFactory,"<p>Access to a tailored support package with an estimated monetary value of £6,000 that includes</p><ul><li>being assigned an individual&nbsp; innovation agent</li><li>innovation audit</li><li>business Needs Assessment</li><li>prioritised Innovation Action Plan</li><li>access to (where required) innovation coaching, technical mentoring, market research, i-Learning seminars and workshops or signposting to external intervention</li></ul>","<p>Candidates must demonstrate they have an existing business located in Northern Ireland or the Border Counties of Ireland. The business must have the potential for business growth and the business must be committed to participating in all elements of the programme and paying a small fee of £200 (plus VAT).</p>",,"<p>A tailored business innovation support programme providing specialist innovation and technical mentoring to accelerate business growth, aimed at small businesses in NI.</p>",,0,0,0,,6,1,0,NORIBIC,"A tailored business innovation support programme providing specialist innovation and technical mentoring to accelerate business growth, aimed at small businesses in Northern Ireland (NI)",http://www.noribic.com/business-support/ifactory/,"NORIBIC website","Northland Building, NWRC, Strand Rd, Derry, BT48 7AL 
028 7126 4242"
